Universe,Decision 1,Value 1,Decision 2,Value 2,Decision 3,Value 3,Decision 4,Value 4,Decision 5,Value 5,Decision 6,Value 6,Decision 7,Value 7
Universe_343,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_344,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_345,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_346,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_347,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_348,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_349,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_350,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_351,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_352,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_353,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_354,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_355,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_356,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_357,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_358,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_359,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_360,death_outliers,2,damage_outliers,1,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_361,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_362,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_363,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_364,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_365,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_366,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_367,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_368,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_369,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_370,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_371,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_372,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_373,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_374,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_375,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_376,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_377,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_378,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_379,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_380,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_381,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_382,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_383,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_384,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_385,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_386,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_387,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_388,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_389,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_390,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_391,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_392,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_393,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_394,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_395,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_396,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_397,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_398,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_399,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_400,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_401,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_402,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_403,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_404,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_405,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_406,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_407,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_408,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_409,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_410,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_411,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_412,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_413,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_414,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_415,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_416,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_417,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_418,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_419,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_420,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_421,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_422,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_423,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_424,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_425,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_426,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_427,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_428,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_429,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_430,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_431,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_432,death_outliers,2,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_433,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_434,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_435,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_436,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_437,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_438,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_439,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_440,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_441,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_442,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_443,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_444,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_445,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_446,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_447,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_448,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_449,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_450,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_451,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_452,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_453,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_454,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_455,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_456,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_457,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_458,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_459,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_460,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_461,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_462,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_463,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_464,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_465,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_466,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_467,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_468,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_469,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_470,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_471,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_472,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_473,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_474,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_475,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_476,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_477,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_478,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_479,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_480,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_481,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_482,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_483,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_484,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_485,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_486,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_487,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_488,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_489,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_490,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_491,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_492,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_493,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_494,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_495,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_496,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_497,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_498,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_499,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_500,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_501,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_502,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_503,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_504,death_outliers,2,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_505,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_506,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_507,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_508,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_509,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_510,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_511,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_512,death_outliers,2,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
