Universe,Decision 1,Value 1,Decision 2,Value 2,Decision 3,Value 3,Decision 4,Value 4,Decision 5,Value 5,Decision 6,Value 6,Decision 7,Value 7
Universe_984,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_985,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_986,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_987,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_988,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_989,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_990,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_991,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_992,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_993,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_994,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_995,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_996,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_997,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_998,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_999,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1000,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1001,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1002,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1003,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1004,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1005,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1006,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1007,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1008,death_outliers,1,damage_outliers,1,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1009,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1010,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1011,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1012,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1013,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1014,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1015,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1016,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1017,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1018,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1019,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1020,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1021,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1022,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1023,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1024,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1025,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1026,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1027,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1028,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1029,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1030,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1031,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1032,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1033,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1034,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1035,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1036,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1037,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1038,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1039,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1040,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1041,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1042,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1043,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1044,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1045,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1046,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1047,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1048,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1049,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1050,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1051,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1052,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1053,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1054,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1055,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1056,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1057,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1058,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1059,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1060,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1061,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1062,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1063,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1064,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1065,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1066,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1067,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1068,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1069,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1070,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1071,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1072,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1073,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1074,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1075,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1076,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1077,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1078,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1079,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1080,death_outliers,1,damage_outliers,0,femininity_rating,fem_likert,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1081,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1082,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1083,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1084,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1085,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1086,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1087,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1088,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1089,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1090,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1091,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1092,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1093,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1094,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1095,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1096,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1097,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1098,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1099,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1100,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1101,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1102,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1103,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1104,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1105,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1106,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1107,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1108,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1109,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1110,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1111,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1112,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1113,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1114,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1115,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,log_linear
Universe_1116,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,ln,effect_type,femininity + damages + z3,year_interaction, + year:damages,model,neg_binomial
Universe_1117,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,log_linear
Universe_1118,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction,,model,neg_binomial
Universe_1119,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,log_linear
Universe_1120,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + post1979:damages,model,neg_binomial
Universe_1121,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,log_linear
Universe_1122,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages,year_interaction, + year:damages,model,neg_binomial
Universe_1123,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,log_linear
Universe_1124,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction,,model,neg_binomial
Universe_1125,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,log_linear
Universe_1126,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + post1979:damages,model,neg_binomial
Universe_1127,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,log_linear
Universe_1128,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zpressure,year_interaction, + year:damages,model,neg_binomial
Universe_1129,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,log_linear
Universe_1130,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction,,model,neg_binomial
Universe_1131,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,log_linear
Universe_1132,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + post1979:damages,model,neg_binomial
Universe_1133,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,log_linear
Universe_1134,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zwind,year_interaction, + year:damages,model,neg_binomial
Universe_1135,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,log_linear
Universe_1136,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction,,model,neg_binomial
Universe_1137,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,log_linear
Universe_1138,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + post1979:damages,model,neg_binomial
Universe_1139,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,log_linear
Universe_1140,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * zcat,year_interaction, + year:damages,model,neg_binomial
Universe_1141,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,log_linear
Universe_1142,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction,,model,neg_binomial
Universe_1143,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,log_linear
Universe_1144,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + post1979:damages,model,neg_binomial
Universe_1145,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,log_linear
Universe_1146,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity * damages + femininity * z3,year_interaction, + year:damages,model,neg_binomial
Universe_1147,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,log_linear
Universe_1148,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction,,model,neg_binomial
Universe_1149,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,log_linear
Universe_1150,death_outliers,1,damage_outliers,0,femininity_rating,fem_binary,damage_functional,linear,effect_type,femininity + damages + z3,year_interaction, + post1979:damages,model,neg_binomial
